Gene_ID	GO_ID
LG13g449	GO:0003677
LG13g452	GO:0003677
LG13g454	GO:0016491
LG13g455	GO:0003723
LG13g456	GO:0016020
LG13g457	GO:0016020,GO:0016641,GO:0005507
LG13g458	GO:0016641,GO:0005507
LG13g463	GO:0005515
LG13g48	GO:0006468,GO:0004672
LG13g485	GO:0016020
LG13g487	GO:0016020
LG13g488	GO:0007186,GO:0016020,GO:0004930
LG13g489	GO:0003723,GO:0006396,GO:0008173
LG13g504	GO:0004930,GO:0016020,GO:0007186
LG13g505	GO:0004930,GO:0016020,GO:0007186
LG13g506	GO:0004930,GO:0016020
LG13g507	GO:0004930,GO:0005886
LG13g51	GO:0009190,GO:0035556
LG13g510	GO:0007186,GO:0016020,GO:0004930
LG13g520	GO:0006351
LG13g521	GO:0016020
LG13g522	GO:0016020
LG13g523	GO:0016020
LG13g528	GO:0005515
LG13g529	GO:0000159,GO:0007165,GO:0019888
LG13g531	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG13g533	GO:0005515
LG13g535	GO:0005515,GO:0016020
LG13g536	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG13g539	GO:0008270,GO:0005515,GO:0046872
LG13g540	GO:0005975,GO:0008184
LG13g544	GO:0005525,GO:0003924
LG13g545	GO:0006468,GO:0005524,GO:0004672
LG13g546	GO:0006468,GO:0005524,GO:0004672
LG13g550	GO:0005085,GO:0007264
LG13g551	GO:0005085
LG13g552	GO:0004725,GO:0004721
LG13g553	GO:0016192
LG13g554	GO:0003779
LG13g555	GO:0030246
LG13g556	GO:0005515
LG13g558	GO:0003723,GO:0008233
LG13g560	GO:0005515
LG13g561	GO:0005515
LG13g562	GO:0005515,GO:0005509
LG13g563	GO:0031966
LG13g565	GO:0016020,GO:0007154,GO:0055085
LG13g566	GO:0006468,GO:0005524,GO:0004672,GO:0005515
LG13g568	GO:0006357,GO:0003712,GO:0016592
LG13g569	GO:0016020
LG13g579	GO:0046983,GO:0003700,GO:0006355
LG13g582	GO:0006468,GO:0005524,GO:0004672,GO:0000165
LG13g583	GO:0016746
LG13g585	GO:0007186,GO:0016020,GO:0004930
LG13g587	GO:0005515,GO:0005509,GO:0007155,GO:0005576
LG13g592	GO:0005515
LG13g594	GO:0016627,GO:0006629
LG13g595	GO:0005524
LG13g598	GO:0007154,GO:0016020,GO:0007275,GO:0007219
LG13g606	GO:0005515
LG13g610	GO:0030170,GO:0009058
LG13g614	GO:0016787
LG13g618	GO:0007096,GO:0005634
LG13g620	GO:0004869
LG13g621	GO:0016747,GO:0005739,GO:0047961
LG13g624	GO:0035091
LG13g626	GO:0003779
LG13g628	GO:0007154,GO:0016020,GO:0007275,GO:0007219
LG13g630	GO:0017025
LG13g631	GO:0005515
LG13g632	GO:0017025
LG13g635	GO:0035556
LG13g639	GO:0040001,GO:0000226,GO:0005819,GO:0000281,GO:0005874
LG13g641	GO:0003677
LG13g642	GO:0007030
LG13g646	GO:0035556
LG13g647	GO:0030246
LG13g648	GO:0046872
LG13g650	GO:0016020,GO:0006886
LG13g651	GO:0046872
LG13g653	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG13g655	GO:0006468,GO:0005524,GO:0004672
LG13g656	GO:0031267
LG13g660	GO:0008299,GO:0004659
LG13g661	GO:0003677
LG13g666	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG13g668	GO:0000287,GO:0000166,GO:0005737,GO:0009117,GO:0008253
LG13g669	GO:0000287,GO:0000166,GO:0005737,GO:0009117,GO:0008253
LG13g679	GO:0046983,GO:0006355
LG13g680	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG13g684	GO:0003677
LG13g686	GO:0006355,GO:0003677
LG13g687	GO:0003677
LG13g688	GO:0030145,GO:0000287,GO:0004721
LG13g690	GO:0016020
LG13g691	GO:0005515
LG13g693	GO:0003676,GO:0005524
LG13g696	GO:0016409
LG13g697	GO:0005515
LG13g699	GO:0038023,GO:0016020
LG13g7	GO:0016042,GO:0005576,GO:0005509,GO:0004623
LG13g700	GO:0005515
LG13g701	GO:0008083
LG13g702	GO:0004725,GO:0006470,GO:0005515
LG13g704	GO:0006468,GO:0005524,GO:0004672
LG13g705	GO:0007165,GO:0016409,GO:0005515
LG13g706	GO:0005515
LG13g708	GO:0003677
LG13g709	GO:0005524
LG13g710	GO:0008009,GO:0005576,GO:0006955
LG13g711	GO:0007165
LG13g712	GO:0016491
LG13g715	GO:0000413,GO:0003755
LG13g716	GO:0008270
LG13g722	GO:0005840,GO:0006412,GO:0003735
LG13g723	GO:0007186,GO:0016020,GO:0004930
LG13g725	GO:0008190,GO:0045947
LG13g726	GO:0000287,GO:0004427,GO:0006796,GO:0005737
LG13g727	GO:0005525,GO:0003924
LG13g729	GO:0005515,GO:0005509
LG13g731	GO:0006629,GO:0006396,GO:0008173
LG13g732	GO:0005102,GO:0016055,GO:0007275,GO:0005576
LG13g735	GO:0003677,GO:0006355
LG13g739	GO:0008146
LG13g740	GO:0007156,GO:0005509,GO:0016020
LG13g741	GO:0005515
LG13g742	GO:0005515
LG13g743	GO:0007186,GO:0016020,GO:0004930
LG13g745	GO:0022857,GO:0055085
LG13g747	GO:0016624,GO:0016020,GO:0004649,GO:0006282
LG13g748	GO:0005515,GO:0007165
LG13g758	GO:0016020
LG13g76	GO:0016746
LG13g760	GO:0046983,GO:0006351,GO:0003899
LG13g762	GO:0005882
LG13g766	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG13g768	GO:0005515
LG13g769	GO:0008083
LG13g77	GO:0003924,GO:0005525
LG13g770	GO:0022857,GO:0055085,GO:0016020
LG13g771	GO:0003677
LG13g772	GO:0003677
LG13g774	GO:0005096
LG13g775	GO:0015018,GO:0016020
LG13g776	GO:0038023,GO:0016020
LG13g777	GO:0016787
LG13g778	GO:0005515
LG13g779	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG13g78	GO:0006281,GO:0003684
LG13g782	GO:0003676,GO:0005524
LG13g784	GO:0003924,GO:0005525
LG13g785	GO:0022857,GO:0055085
LG13g786	GO:0007165
LG13g789	GO:0016020,GO:0055085
LG13g80	GO:0016020
LG13g813	GO:0003723,GO:1990817
LG13g814	GO:0003677,GO:0006355,GO:0003700
LG13g817	GO:0005515
LG13g818	GO:0046983
LG13g819	GO:0019752,GO:0030170,GO:0016830
LG13g82	GO:0006784,GO:0016020
LG13g820	GO:0008124,GO:0006729
LG13g822	GO:0006468,GO:0004672,GO:0007156,GO:0005509,GO:0016020
LG13g823	GO:0032580,GO:0008376
LG13g824	GO:0005515,GO:0046872
LG13g827	GO:0016791
LG13g828	GO:0005515,GO:0051087
LG13g829	GO:0003723
LG13g832	GO:0046983
LG13g841	GO:0006468,GO:0005524,GO:0004672,GO:0008384
LG13g843	GO:0006508,GO:0004252
LG13g844	GO:0051015,GO:0007155
LG13g847	GO:0004402,GO:0006355,GO:0003677
LG13g848	GO:0016311
LG13g849	GO:0016311
LG13g851	GO:0005515
LG13g855	GO:0003677
LG13g858	GO:0005996,GO:0048029,GO:0016853
LG13g859	GO:0030246
LG13g86	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG13g862	GO:0016020,GO:0015293
LG13g864	GO:0003924,GO:0005525
LG13g865	GO:0016787
LG13g866	GO:0006352,GO:0003677
LG13g867	GO:0005737
LG13g868	GO:0003924,GO:0005525
LG13g869	GO:0003924,GO:0005525
LG13g870	GO:0005856
LG13g872	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG13g88	GO:0005515
LG13g884	GO:0007186,GO:0016020,GO:0004930
LG13g887	GO:0016020
LG13g889	GO:0006468,GO:0004672,GO:0005515
LG13g89	GO:0006629
LG13g890	GO:0005515
LG13g891	GO:0006269
LG13g894	GO:0016787
LG13g895	GO:0005515
LG13g899	GO:0006886
LG13g90	GO:0016887,GO:0005524
LG13g900	GO:0016773,GO:0005524,GO:0005975
LG13g901	GO:0016773,GO:0005524,GO:0005975
LG13g902	GO:0007186,GO:0016020,GO:0004930
LG13g903	GO:0016020
LG13g905	GO:0046872
LG13g906	GO:0003723
LG13g907	GO:0009058,GO:0003824
LG13g908	GO:0009058,GO:0003824
LG13g910	GO:0004386
LG13g912	GO:0032012,GO:0005085
LG13g913	GO:0005515,GO:0003677,GO:0006355,GO:0003700
LG13g915	GO:0006520,GO:0016491
LG13g919	GO:0005515
LG13g920	GO:0016020,GO:0004675,GO:0006468,GO:0005524,GO:0004672
LG13g923	GO:0005515
LG13g924	GO:0007186,GO:0016020,GO:0004930
LG13g925	GO:0016579,GO:0004843
LG13g926	GO:0030018
LG13g927	GO:0005515
LG13g928	GO:0006468,GO:0005524,GO:0004672,GO:0005516,GO:0004683
LG13g93	GO:0005515
LG13g931	GO:0008146,GO:0016787,GO:0015016
LG13g938	GO:0016020,GO:0006508,GO:0004252
LG13g942	GO:0005525
LG13g943	GO:0009922,GO:0016020
LG13g944	GO:0016020
LG13g95	GO:0005515
LG13g950	GO:0005515
LG13g954	GO:0006508,GO:0004252
LG13g96	GO:0005509
LG13g965	GO:0003677
LG13g969	GO:0016491,GO:0016209
LG13g970	GO:0016020
LG13g972	GO:0003676
LG13g973	GO:0006355,GO:0003677
LG13g974	GO:0003677
LG13g979	GO:0006508,GO:0008236,GO:0004252
LG13g980	GO:0005975
LG13g981	GO:0030145,GO:0000287,GO:0004721
LG13g984	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG13g985	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG13g987	GO:0005515
LG13g988	GO:0007098,GO:0005813
LG13g989	GO:0007098,GO:0005813
LG13g99	GO:0016020
LG13g990	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG13g998	GO:0005515
LG143g1	GO:0018149,GO:0003810
LG144g4	GO:0003774,GO:0005524,GO:0016459
LG147g3	GO:0006415,GO:0003747
LG148g1	GO:0008373,GO:0006486
LG14g1005	GO:0003924,GO:0005525
LG14g1027	GO:0005515
LG14g1028	GO:0022857,GO:0055085
LG14g1029	GO:0005515
LG14g103	GO:0007165
LG14g1035	GO:0007186,GO:0016020,GO:0004930
LG14g1036	GO:0008168,GO:0016706
LG14g1037	GO:0007186,GO:0016020,GO:0004930
LG14g1038	GO:0007186,GO:0016020,GO:0004930
LG14g1045	GO:0007186,GO:0016020,GO:0004930
LG14g105	GO:0005525,GO:0003924
LG14g1052	GO:0005515
LG14g1058	GO:0005515
LG14g1060	GO:0003677
LG14g107	GO:0030018
LG14g1071	GO:0003723
LG14g1075	GO:0016311
LG14g1077	GO:0006468,GO:0004672
LG14g1079	GO:0005515
LG14g108	GO:0003723
LG14g1081	GO:0007186,GO:0016020,GO:0004930
LG14g1083	GO:0046983
LG14g1087	GO:0003677,GO:0006351,GO:0003899
LG14g1088	GO:0003677,GO:0006351,GO:0003899
LG14g1089	GO:0016567,GO:0004842
LG14g1090	GO:0007156,GO:0005509,GO:0016020
LG14g1092	GO:0016020
LG14g1095	GO:0007219,GO:0045944,GO:0016607,GO:0003713
LG14g1096	GO:0006457,GO:0051082,GO:0005783,GO:0005509
LG14g11	GO:0003677,GO:0005524
LG14g1108	GO:0005515
LG14g1110	GO:0046961,GO:0033179,GO:1902600
LG14g1115	GO:0005515
LG14g1118	GO:0005509
LG14g1119	GO:0016616,GO:0006694
LG14g1121	GO:0003924,GO:0005525
LG14g1122	GO:0016020
LG14g1124	GO:0007156,GO:0005509,GO:0016020
LG14g114	GO:0016491,GO:0005507
LG14g1145	GO:0016020,GO:0015276
LG14g1150	GO:0005515
LG14g1152	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG14g116	GO:0022857,GO:0055085
LG14g1163	GO:0005524
LG14g1164	GO:0008083
LG14g1166	GO:0016409
LG14g1167	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG14g1179	GO:0003725
LG14g1181	GO:0003725
LG14g1195	GO:0005515
LG14g1196	GO:0003677,GO:0005634,GO:0006355,GO:0046872
LG14g1198	GO:0009165,GO:0000287
LG14g1199	GO:0051260
LG14g12	GO:0003677,GO:0005524
LG14g120	GO:0003677
LG14g1202	GO:0003924,GO:0005525
LG14g1203	GO:0016887,GO:0005524,GO:0140662
LG14g1209	GO:0005525
LG14g1211	GO:1990817
LG14g1215	GO:0005085,GO:0005515
LG14g1217	GO:0006351,GO:0046983
LG14g1218	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG14g1223	GO:0031492,GO:0005634,GO:0000785
LG14g1226	GO:0008373,GO:0006486
LG14g1227	GO:0046983
LG14g1230	GO:0061630,GO:0016567,GO:0016020
LG14g1233	GO:0006468,GO:0005524,GO:0004672
LG14g1234	GO:0007165
LG14g124	GO:0006396,GO:0004000,GO:0003723
LG14g125	GO:0005126,GO:0005576,GO:0006955
LG14g128	GO:0005509
LG14g129	GO:0005524
LG14g131	GO:0008270
LG14g136	GO:0005509
LG14g137	GO:0003677
LG14g138	GO:0007186,GO:0016020,GO:0004930
LG14g144	GO:0005515,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG14g145	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG14g147	GO:0003779,GO:0016043,GO:0030036,GO:0031267
LG14g15	GO:0003677
LG14g153	GO:0007156,GO:0005509,GO:0016020
LG14g157	GO:0007156,GO:0005509,GO:0016020
LG14g16	GO:0008146
LG14g161	GO:0007156,GO:0005509,GO:0016020
LG14g162	GO:0007156,GO:0005509,GO:0016020
LG14g165	GO:0007156,GO:0005509,GO:0016020
LG14g167	GO:0007156,GO:0005509,GO:0016020
LG14g168	GO:0007156,GO:0005509,GO:0016020
LG14g169	GO:0007156,GO:0005509,GO:0016020
LG14g172	GO:0008083
LG14g173	GO:0005515,GO:0046983
LG14g177	GO:0005515,GO:0005509
LG14g178	GO:0005515
LG14g179	GO:0003723
LG14g18	GO:0005515
LG14g180	GO:0008146,GO:0016787,GO:0015016
LG14g182	GO:0006955,GO:0019882,GO:0016020,GO:0006886,GO:0042289
LG14g184	GO:0015165,GO:0090481,GO:0000139,GO:0016020
LG14g187	GO:0006468,GO:0004672
LG14g188	GO:0006468,GO:0004672
LG14g190	GO:0003677,GO:0007275,GO:0005634,GO:0006355
LG14g195	GO:0016020,GO:0006811,GO:0005230
LG14g198	GO:0016020,GO:0006811,GO:0005230
LG14g202	GO:0034315,GO:2000146,GO:0035650,GO:0048203,GO:1900025
LG14g21	GO:0022857,GO:0055085,GO:0016020
LG14g210	GO:0003677
LG14g214	GO:0008083
LG14g215	GO:0003676
LG14g216	GO:0003677
LG14g219	GO:0005576,GO:0005515
LG14g220	GO:0043130
LG14g221	GO:0005525
LG14g222	GO:0016020,GO:0016641,GO:0005507
LG14g223	GO:0051260
LG14g228	GO:0019915
LG14g229	GO:0032958,GO:0016301
LG14g230	GO:0005634,GO:0051028,GO:0003723,GO:0005737,GO:0006406
LG14g231	GO:0006914
LG14g233	GO:0008083
LG14g238	GO:0008083,GO:0016020
LG14g240	GO:0061608,GO:0006606
LG14g241	GO:0003743,GO:0003723,GO:0006413
LG14g243	GO:0016758,GO:0016020,GO:0006486
LG14g247	GO:0000977,GO:0032422
LG14g248	GO:0032012,GO:0005085
LG14g25	GO:0007186,GO:0016020,GO:0004930
LG14g251	GO:0008270,GO:0003677
LG14g252	GO:0043231,GO:0051537
LG14g254	GO:0016787
LG14g256	GO:0009968,GO:0005737
LG14g257	GO:0005515
LG14g260	GO:0003723
LG14g261	GO:0006418,GO:0005524,GO:0004812
LG14g266	GO:0004869,GO:0006508,GO:0008234
LG14g267	GO:0016740
LG14g270	GO:0046872
LG14g271	GO:0003723
LG14g272	GO:0008190,GO:0045947
LG14g273	GO:0003723
LG14g275	GO:0005515
LG14g276	GO:0006468,GO:0005524,GO:0004672
LG14g280	GO:0004222,GO:0006508
LG14g281	GO:0005515,GO:0006400,GO:0000287,GO:0008193
LG14g283	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG14g284	GO:0022857,GO:0055085
LG14g285	GO:0022857,GO:0055085
LG14g289	GO:0005515
LG14g293	GO:0019905,GO:0006836
LG14g295	GO:0022857,GO:0055085
LG14g296	GO:0005515,GO:0003723,GO:0016070
LG14g300	GO:0006412,GO:0015934,GO:0003735
LG14g304	GO:0007186,GO:0016020,GO:0004930
LG14g305	GO:0005515
LG14g306	GO:0003723
LG14g309	GO:0005525
LG14g31	GO:0003924,GO:0005525
LG14g310	GO:0003677,GO:0003899,GO:0006351
LG14g311	GO:0005576,GO:0005515
LG14g313	GO:0008270,GO:0004181,GO:0006508
LG14g32	GO:0003677
LG14g320	GO:0003677
LG14g322	GO:0005515,GO:0007165,GO:0003677,GO:0006355,GO:0003700
LG14g324	GO:0016301
LG14g325	GO:0007200,GO:0004143
LG14g326	GO:0046873,GO:0016020,GO:0030001,GO:0055085
LG14g329	GO:0003676,GO:0005524
LG14g330	GO:0046983
LG14g335	GO:0005515,GO:0007165
LG14g336	GO:0005515
LG14g337	GO:0005198,GO:0016192,GO:0030130,GO:0030132,GO:0006886
LG14g339	GO:0005515
LG14g345	GO:0051015,GO:0007155
LG14g346	GO:0051015,GO:0007155
LG14g347	GO:0007186,GO:0016020,GO:0004930
LG14g348	GO:0016020
LG14g35	GO:0006468,GO:0005524,GO:0004672
LG14g350	GO:0005869
LG14g351	GO:0004601,GO:0006979
LG14g353	GO:0005544,GO:0005509
LG14g358	GO:0005515,GO:0005634,GO:0042054
LG14g360	GO:0016787
LG14g361	GO:0016020,GO:0006811,GO:0015075,GO:0055085
LG14g362	GO:0005525
LG14g363	GO:0016409
LG14g364	GO:0031124
LG14g37	GO:0005515
LG14g370	GO:0005515,GO:0003824
LG14g371	GO:0004222,GO:0006508
LG14g376	GO:0007186,GO:0016020,GO:0004930,GO:0005515
LG14g378	GO:0051536,GO:0016491
LG14g379	GO:0000413,GO:0003755
LG14g380	GO:0007165,GO:0005515,GO:0007264,GO:0005085
LG14g383	GO:0005509,GO:0005515
LG14g389	GO:0016020
LG14g392	GO:0005544,GO:0005509
LG14g395	GO:0016020
LG14g399	GO:0016020
LG14g400	GO:0005515
LG14g401	GO:0016020
LG14g402	GO:0003924,GO:0005525
LG14g403	GO:0006097,GO:0004474
LG14g405	GO:0005515
LG14g406	GO:0005739,GO:0045271
LG14g409	GO:0043565,GO:0003700,GO:0006355
LG14g411	GO:0003824
LG14g415	GO:0030705
LG14g416	GO:0016020
LG14g419	GO:0006468,GO:0005524,GO:0004672
LG14g423	GO:0005975,GO:0004553
LG14g425	GO:0005515
LG14g426	GO:0005515
LG14g431	GO:0016020,GO:0006811,GO:0015075,GO:0055085
LG14g433	GO:0003677
LG14g438	GO:0008324,GO:0016020,GO:0006812,GO:0055085
LG14g439	GO:0042138
LG14g44	GO:0007156,GO:0005509,GO:0016020
LG14g440	GO:0016616,GO:0051287
LG14g441	GO:0005515
LG14g447	GO:0001522,GO:0042254
LG14g449	GO:0006413,GO:0003723,GO:0003743
LG14g45	GO:0007156,GO:0005509,GO:0016020
LG14g450	GO:0007186,GO:0016020,GO:0004930
LG14g453	GO:0007156,GO:0005509,GO:0016020
LG14g46	GO:0007156,GO:0005509,GO:0016020
LG14g460	GO:0007156,GO:0005509,GO:0016020
LG14g463	GO:0016020,GO:0022857,GO:0055085
LG14g466	GO:0016020,GO:0006811,GO:0005230
LG14g467	GO:0016020,GO:0006811,GO:0005230
LG14g468	GO:0016020
LG14g470	GO:0005515
LG14g471	GO:0003723
LG14g472	GO:0016491
LG14g473	GO:0016020
LG14g474	GO:0005525,GO:0003924
LG14g476	GO:0000776,GO:0034508
LG14g478	GO:0008270,GO:0005515
LG14g480	GO:0005669,GO:0006367
LG14g481	GO:0043565,GO:0003700,GO:0006355
LG14g484	GO:0007156,GO:0005509,GO:0016020
LG14g490	GO:0003779,GO:0016043,GO:0030036,GO:0031267
LG14g5	GO:0005515,GO:0008237,GO:0008233
LG14g502	GO:0016020,GO:0006811,GO:0005230
LG14g503	GO:0004553,GO:0005975
LG14g505	GO:0006468,GO:0004672,GO:0005515,GO:0035556
LG14g506	GO:0015095,GO:0016020,GO:0015693
LG14g508	GO:0006122
LG14g509	GO:0016491
LG14g51	GO:0007156,GO:0005509,GO:0016020
LG14g510	GO:0003723
LG14g512	GO:0003723
LG14g514	GO:0005515
LG14g515	GO:0006468,GO:0005524,GO:0004672
LG14g517	GO:0005515
LG14g523	GO:0007156,GO:0005509,GO:0016020
LG14g53	GO:0007156,GO:0005509,GO:0016020
LG14g532	GO:0007186,GO:0016020,GO:0004930
LG14g535	GO:0006508,GO:0008234
LG14g536	GO:0020037,GO:0004833,GO:0019441
LG14g537	GO:0020037,GO:0004833,GO:0019441
LG14g538	GO:0007165,GO:0016020
LG14g54	GO:0005515
LG14g540	GO:0016787
LG14g541	GO:0008270,GO:0003906,GO:0006284,GO:0019104
LG14g542	GO:0005515
LG14g544	GO:0016020
LG14g545	GO:0005515
LG14g546	GO:0009922,GO:0016020
LG14g548	GO:0003677
LG14g553	GO:0016020,GO:0015276
LG14g554	GO:0016020,GO:0006811,GO:0005230
LG14g555	GO:0008083,GO:0016020
LG14g557	GO:0006412,GO:0005840,GO:0003735
LG14g558	GO:0016311
LG14g562	GO:0006401,GO:0032299
LG14g563	GO:0005515
LG14g568	GO:0003677
LG14g57	GO:0009966,GO:0016020,GO:0007275
LG14g573	GO:0007186,GO:0016020,GO:0004930
LG14g574	GO:0005515
LG14g576	GO:0003779,GO:0007010
LG14g579	GO:0016020,GO:0006811,GO:0005230
LG14g580	GO:0006355,GO:0043565,GO:0003700
LG14g581	GO:0007131,GO:0007130,GO:0007283
LG14g584	GO:0005102,GO:0016055,GO:0007275,GO:0005576
LG14g585	GO:0003785,GO:0007015
LG14g589	GO:0016020,GO:0015276
LG14g590	GO:0016020,GO:0015276
LG14g593	GO:0016592,GO:0003712,GO:0006357
LG14g594	GO:0006468,GO:0004672,GO:0005515,GO:0035556
LG14g595	GO:0031267,GO:0030833
LG14g598	GO:0016409
LG14g599	GO:0016020,GO:0055085
LG14g60	GO:0016887,GO:0005524
LG14g602	GO:0030246
LG14g603	GO:0007165,GO:0016791,GO:0046856
LG14g608	GO:0005515
LG14g609	GO:0016409
LG14g611	GO:0003723
LG14g612	GO:0006511,GO:0031625
LG14g614	GO:0006814,GO:0006813,GO:0005890
LG14g616	GO:0005515
LG14g617	GO:0003682
LG14g621	GO:0005525
LG14g622	GO:0003924,GO:0005525
LG14g623	GO:0008289
LG14g624	GO:0005515
LG14g625	GO:0006629,GO:0008081
LG14g627	GO:0005515
LG14g628	GO:0051321
LG14g629	GO:0006468,GO:0004672
LG14g63	GO:0008083
LG14g630	GO:0003677,GO:0007275,GO:0005634,GO:0006355
LG14g632	GO:0005515,GO:0046872
LG14g637	GO:0003676
LG14g638	GO:0016791,GO:0046856,GO:0005515
LG14g639	GO:0007186,GO:0016020,GO:0004930
LG14g64	GO:0005515
LG14g641	GO:0006355
LG14g646	GO:0005085
LG14g647	GO:0005509,GO:0005576,GO:0006508,GO:0004252
LG14g650	GO:0008083
LG14g656	GO:0007186,GO:0016020,GO:0004930
LG14g657	GO:0016020
LG14g658	GO:0003723
LG14g659	GO:0005085,GO:0005515
LG14g661	GO:0007186,GO:0016020,GO:0004930
LG14g662	GO:0004930,GO:0016020,GO:0007186,GO:0006355,GO:0005634
LG14g663	GO:0015630,GO:0000226
LG14g665	GO:0006812,GO:0016020,GO:1902600,GO:0055085,GO:0015297
LG14g676	GO:0005886,GO:0009966,GO:0031012,GO:0062023
LG14g677	GO:0005886,GO:0009966,GO:0031012,GO:0062023
LG14g678	GO:0016020,GO:0008146
LG14g680	GO:0046872
LG14g681	GO:0003924,GO:0005525
LG14g682	GO:0016758
LG14g684	GO:0005634,GO:1901031
LG14g686	GO:0006355,GO:0043565,GO:0003700
LG14g687	GO:0016020,GO:0022857,GO:0055085
LG14g689	GO:0006508,GO:0004252
LG14g69	GO:0016020,GO:0006811,GO:0005230
LG14g690	GO:0003779
LG14g691	GO:0003924,GO:0005525
LG14g692	GO:0006355,GO:0043565,GO:0003700,GO:0006888,GO:0005789
LG14g693	GO:0003700,GO:0006355
LG14g700	GO:0006412,GO:0005840,GO:0003735
LG14g701	GO:0016272,GO:0051082,GO:0006457
LG14g703	GO:0008083
LG14g704	GO:0016409
LG14g708	GO:0016020,GO:0022857,GO:0055085
LG14g71	GO:0005975,GO:0004553
LG14g715	GO:0007156,GO:0005509,GO:0016020
LG14g717	GO:0007156,GO:0005509,GO:0016020
LG14g719	GO:0007186,GO:0016020,GO:0004930
LG14g72	GO:0005975,GO:0004553
LG14g723	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG14g724	GO:0005515
LG14g725	GO:0005515
LG14g73	GO:0007165,GO:0005515
LG14g730	GO:0007165,GO:0016020
LG14g74	GO:0032039,GO:0016180
LG14g741	GO:0005179,GO:0005576
LG14g745	GO:0005515
LG14g749	GO:0006468,GO:0005524,GO:0004672
LG14g750	GO:0008270,GO:0005515
LG14g753	GO:0006357
LG14g76	GO:0003924,GO:0005525
LG14g762	GO:0007156,GO:0005509,GO:0016020
LG14g765	GO:0005515
LG14g77	GO:0005975
LG14g78	GO:0005515
LG14g783	GO:0003746,GO:0006414
LG14g784	GO:0003676,GO:0006351
LG14g786	GO:0007165,GO:0005096,GO:0005515
LG14g787	GO:0008289
LG14g790	GO:0006355
LG14g795	GO:0016020
LG14g798	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG14g799	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG14g801	GO:0003677
LG14g805	GO:0007156,GO:0005509,GO:0016020
LG14g806	GO:0007186,GO:0016020,GO:0004930
LG14g808	GO:0046872
LG14g809	GO:0005515,GO:0005509
LG14g810	GO:0003723
LG14g811	GO:0016020,GO:0006811,GO:0005230
LG14g815	GO:0019905,GO:0006836
LG14g816	GO:0005515
LG14g818	GO:0016020
LG14g820	GO:0007186,GO:0016020,GO:0004930
LG14g822	GO:0007186,GO:0016020,GO:0004930
LG14g823	GO:0003676
LG14g829	GO:0007165,GO:0004114,GO:0005515
LG14g83	GO:0006508,GO:0004197
LG14g830	GO:0003723
LG14g833	GO:0005515
LG14g834	GO:0005085
LG14g835	GO:0005515
LG14g84	GO:0000976
LG14g840	GO:0005515
LG14g842	GO:0008009,GO:0005576,GO:0006955
LG14g843	GO:0007165
LG14g844	GO:0005515
LG14g846	GO:0003723
LG14g848	GO:0007186,GO:0016020,GO:0004930
LG14g849	GO:0003677
LG14g851	GO:0005576,GO:0005179
LG14g854	GO:0003723
LG14g856	GO:0003677
LG14g857	GO:0007186,GO:0016020,GO:0004930
LG14g859	GO:0008017,GO:0007018,GO:0003777,GO:0005524
LG14g860	GO:0005515
LG14g861	GO:0051260
LG14g863	GO:0003677,GO:0005634,GO:0006355,GO:0005496,GO:0042921,GO:0004883,GO:0008270,GO:0003700,GO:0043565
LG14g864	GO:0008083
LG14g865	GO:0030001,GO:0007034
LG14g866	GO:0005975
LG14g867	GO:0016887,GO:0005524,GO:0140662
LG14g868	GO:0005524,GO:0004812,GO:0000166,GO:0006418
LG14g869	GO:0006357,GO:0003712,GO:0016592,GO:0008013
LG14g87	GO:0035091
LG14g870	GO:0005524,GO:0016887,GO:0140359,GO:0055085,GO:0016020
LG14g873	GO:0003723
LG14g889	GO:0005515
LG14g892	GO:0008083
LG14g893	GO:0005515
LG14g895	GO:0046872
LG14g901	GO:0016020,GO:0006811,GO:0005230
LG14g905	GO:0000444
LG14g906	GO:0016592,GO:0003712,GO:0006357
LG14g91	GO:0008318,GO:0018342
LG14g913	GO:0000077,GO:0030896
LG14g917	GO:0003924,GO:0005525
LG14g918	GO:0008270,GO:0003677,GO:0016020
LG14g919	GO:0005515
